Rank,Name,Revenue($m),Profits($m),Assets($m),Market Value($m),Employees,Website,Alexa Rank,Back Links,Page Authority,Domain Authority,Moz Rank,Pageviews,Worth,Page Size,Code to Text Ratio,Semrush Rank,Keywords,Organic Traffic,Cost (in USD),Adwords Keywords,Adwords Traffic,Adwords Buget (in USD)
1,Walmart,523964.0,14881,236495.0,321803.3,2200000,http://www.walmart.com,126.0,0.0,0/100,0/100,0/10,8730000.0,19120000.0,65536.0,0.68% (Text size 0.44Kb and  Code size 63.56Kb),15.0,29145287.0,190314352.0,124437628.0,37053.0,3949947.0,2396610.0
2,Amazon.com,280522.0,11588,225248.0,970680.1,798000,http://www.amazon.com,14.0,0.0,0/100,0/100,0/10,78570000.0,172070000.0,65536.0,0.27% (Text size 0.17Kb and  Code size 63.83Kb),3.0,91384723.0,950416767.0,724598977.0,79995.0,2943519.0,9398034.0
3,Exxon Mobil,264938.0,14340,362597.0,160696.3,74900,http://www.exxonmobil.com,27230.0,0.0,0/100,0/100,0/10,40400.0,88470.0,65536.0,12.92% (Text size 8.27Kb and  Code size 55.73Kb),,,,,,,
4,Apple,260174.0,55256,338516.0,1112640.8,137000,http://www.apple.com,51.0,0.0,0/100,0/100,0/10,21570000.0,47240000.0,65536.0,13.71% (Text size 8.77Kb and  Code size 55.22Kb),20.0,17897033.0,159102793.0,220655359.0,15095.0,3382490.0,3923068.0
5,CVS Health,256776.0,6634,222449.0,77375.8,290000,http://www.cvshealth.com,31978.0,0.0,0/100,0/100,0/10,34400.0,75330.0,65536.0,23.26% (Text size 14.88Kb and  Code size 49.11Kb),,,,,,,
6,Berkshire Hathaway,254616.0,81417,817729.0,442897.1,391500,http://www.berkshirehathaway.com,56515.0,0.0,0/100,0/100,0/10,19460.0,42620.0,8017.92,100% (Text size 7.83Kb and  Code size 0Kb),,,,,,,
7,UnitedHealth Group,242155.0,13839,173889.0,236555.2,325000,http://www.unitedhealthgroup.com,25580.0,0.0,0/100,0/100,0/10,43000.0,94180.0,65536.0,18.54% (Text size 11.87Kb and  Code size 52.13Kb),10993.0,15919.0,133787.0,459981.0,173.0,2898.0,1324.0
8,McKesson,214319.0,34,59672.0,21845,70000,http://www.mckesson.com,19965.0,0.0,0/100,0/100,0/10,55100.0,120660.0,65536.0,7.02% (Text size 4.5Kb and  Code size 59.5Kb),6097.0,267940.0,445289.0,844015.0,77.0,240.0,853.0
9,AT&T,181193.0,13903,551669.0,209387.5,247800,http://www.att.com,652.0,0.0,0/100,0/100,0/10,1690000.0,3690000.0,65536.0,0.13% (Text size 0.09Kb and  Code size 63.91Kb),116.0,2308219.0,26424054.0,61702263.0,52348.0,3111032.0,7534493.0
10,AmerisourceBergen,179589.1,855.4,39172.0,18221.4,21500,http://www.amerisourcebergen.com,77922.0,0.0,0/100,0/100,0/10,14120.0,30920.0,45772.8,27.45% (Text size 12.27Kb and  Code size 32.43Kb),,,,,,,
11,Alphabet,161857.0,34343,275909.0,798905.3,118899,http://www.google.com,1.0,470775591.0,88/100,95/100,8.8/10,1100000000.0,2410000000.0,65536.0,0.01% (Text size 0.01Kb and  Code size 63.99Kb),4.0,401529141.0,573101644.0,2440266657.0,22921.0,3480974.0,51046767.0
12,Ford Motor,155900.0,47,258537.0,19150.6,190000,http://www.ford.com,3492.0,0.0,0/100,0/100,0/10,315010.0,689860.0,65536.0,0.45% (Text size 0.29Kb and  Code size 63.71Kb),,,,,,,
13,Cigna,153566.0,5104,155774.0,65896.7,73700,http://www.cigna.com,5855.0,0.0,0/100,0/100,0/10,187870.0,411440.0,65536.0,18.92% (Text size 12.11Kb and  Code size 51.89Kb),1967.0,239189.0,919250.0,1757762.0,52.0,625.0,6737.0
15,Chevron,146516.0,2924,237428.0,136175.9,48200,http://www.chevron.com,26418.0,0.0,0/100,0/100,0/10,41640.0,91180.0,65536.0,36.83% (Text size 23.57Kb and  Code size 40.43Kb),,,,,,,
16,Cardinal Health,145534.0,1363,40963.0,13988.1,49500,http://www.cardinal.com,2338962.0,0.0,0/100,0/100,0/10,470.0,1030.0,65536.0,24.11% (Text size 15.43Kb and  Code size 48.57Kb),3040985.0,267.0,97.0,36.0,0.0,0.0,0.0
18,General Motors,137237.0,6732,228037.0,29694.7,164000,http://www.gm.com,9892.0,0.0,0/100,0/100,0/10,111200.0,243530.0,65536.0,19.73% (Text size 12.63Kb and  Code size 51.37Kb),3516.0,165655.0,703651.0,735998.0,406.0,4640.0,2900.0
21,Microsoft,125843.0,39240,286556.0,1199549.7,144000,http://www.microsoft.com,28.0,0.0,0/100,0/100,0/10,39290000.0,86040000.0,65536.0,1.82% (Text size 1.16Kb and  Code size 62.84Kb),66.0,9387606.0,41840715.0,61131922.0,57874.0,1852028.0,13986160.0
22,Marathon Petroleum,124813.0,2637,98556.0,15353,60910,http://www.marathonpetroleum.com,236834.0,0.0,0/100,0/100,0/10,4640.0,10170.0,65536.0,5.74% (Text size 3.67Kb and  Code size 60.33Kb),,,,,,,
23,Kroger,122286.0,1659,45256.0,24113.7,435000,http://www.thekrogerco.com,325763.0,79.0,40.73/100,52.54/100,3.99/10,3380.0,7390.0,34805.76,26.52% (Text size 9.02Kb and  Code size 24.97Kb),23306.0,5986.0,52238.0,72203.0,0.0,0.0,0.0
24,Fannie Mae,120304.0,14160,3503319.0,1841.4,7500,http://www.fanniemae.com,54722.0,0.0,0/100,0/100,0/10,20100.0,44020.0,102.4,3.81% (Text size 0Kb and  Code size 0.1Kb),8819.0,109250.0,293603.0,865307.0,38.0,472.0,2021.0
26,Home Depot,110225.0,11242,51236.0,200665,415700,http://www.homedepot.com,263.0,0.0,0/100,0/100,0/10,4180000.0,9160000.0,65536.0,10.51% (Text size 6.73Kb and  Code size 57.27Kb),27.0,8831128.0,106711497.0,94050036.0,104271.0,4362281.0,4159031.0
27,Phillips 66,109559.0,3076,58720.0,23490,14500,http://www.phillips66.com,583925.0,0.0,0/100,0/100,0/10,1880.0,4120.0,65536.0,14.82% (Text size 9.48Kb and  Code size 54.51Kb),,,,,,,
28,Comcast,108942.0,13057,263414.0,156533.3,190000,http://www.comcastcorporation.com,,,,,,,,,,,,,,,,
29,Anthem,104213.0,4807,77453.0,57245.2,70600,http://www.antheminc.com,133019.0,0.0,0/100,0/100,0/10,8270.0,18110.0,21913.6,26.21% (Text size 5.61Kb and  Code size 15.79Kb),,,,,,,
30,Wells Fargo,103915.0,19549,1927555.0,117365.7,259800,http://www.wellsfargo.com,221.0,0.0,0/100,0/100,0/10,4980000.0,10900000.0,61624.32,29.57% (Text size 17.8Kb and  Code size 42.39Kb),,,,,,,
31,Citigroup,103449.0,19401,1951158.0,88376.5,200000,http://www.citigroup.com,22007.0,0.0,0/100,0/100,0/10,49980.0,109460.0,14151.68,34.53% (Text size 4.77Kb and  Code size 9.05Kb),,,,,,,
32,Valero Energy,102729.0,2422,53864.0,18531.6,10222,http://www.valero.com,95180.0,560.0,50.56/100,59.7/100,4.71/10,11560.0,25310.0,65536.0,15.16% (Text size 9.7Kb and  Code size 54.29Kb),11280.0,9961.0,122176.0,111557.0,35.0,28.0,14.0
33,General Electric,95214.0,-4979,266048.0,69406.1,205000,http://www.ge.com,13590.0,0.0,0/100,0/100,0/10,80940.0,177260.0,63938.56,5.48% (Text size 3.42Kb and  Code size 59.02Kb),4690.0,176771.0,597349.0,1148059.0,916.0,6422.0,35136.0
35,Johnson & Johnson,82059.0,15119,157728.0,345704.9,132200,http://www.jnj.com,18358.0,0.0,0/100,0/100,0/10,59920.0,131220.0,65536.0,26.28% (Text size 16.82Kb and  Code size 47.18Kb),,,,,,,
37,Target,78112.0,3281,42779.0,46574.4,368000,http://www.target.com,427.0,0.0,0/100,0/100,0/10,2580000.0,5640000.0,65536.0,0.11% (Text size 0.07Kb and  Code size 63.93Kb),,,,,,,
38,IBM,77147.0,9431,152186.0,98551.1,383800,http://www.ibm.com,699.0,0.0,0/100,0/100,0/10,1570000.0,3450000.0,51701.76,18.11% (Text size 9.14Kb and  Code size 41.34Kb),1317.0,2008057.0,2395961.0,7766972.0,35904.0,322214.0,4197756.0
40,Boeing,76559.0,-636,133625.0,84148.6,161100,http://www.boeing.com,17036.0,0.0,0/100,0/100,0/10,64570.0,141410.0,50769.92,10.35% (Text size 5.13Kb and  Code size 44.45Kb),,,,,,,
41,Freddie Mac,75125.0,7214,2203623.0,908.7,6892,http://www.freddiemac.com,92459.0,0.0,0/100,0/100,0/10,11900.0,26050.0,47063.04,25.03% (Text size 11.5Kb and  Code size 34.46Kb),,,,,,,
42,Centene,74639.0,1321,40994.0,34862.4,56600,http://www.centene.com,163629.0,0.0,0/100,0/100,0/10,6720.0,14720.0,22118.4,20.31% (Text size 4.39Kb and  Code size 17.21Kb),35455.0,3493.0,34242.0,13147.0,0.0,0.0,0.0
44,Lowe's,72148.0,4281,39471.0,64963.3,260000,http://www.lowes.com,880.0,241540.0,64/100,85/100,6.4/10,1250000.0,2740000.0,63354.88,6.8% (Text size 4.21Kb and  Code size 57.67Kb),,,,,,,
45,Intel,71965.0,21048,136524.0,231661.9,110800,http://www.intel.com,961.0,0.0,0/100,0/100,0/10,1140000.0,2510000.0,65536.0,34.12% (Text size 21.83Kb and  Code size 42.17Kb),1117.0,791509.0,3084604.0,2226952.0,7165.0,150682.0,483391.0
46,Facebook,70697.0,18485,133376.0,475455.2,44942,http://www.facebook.com,4.0,570099462.0,100/100,96/100,10/10,275000000.0,602250000.0,65536.0,3.56% (Text size 2.28Kb and  Code size 61.72Kb),5.0,98265060.0,559232741.0,600225091.0,20565.0,1383442.0,4820975.0
47,FedEx,69693.0,540,54403.0,31679.1,389500,http://www.fedex.com,381.0,0.0,0/100,0/100,0/10,2890000.0,6320000.0,40232.96,13.5% (Text size 5.3Kb and  Code size 33.99Kb),,,,,,,
48,MetLife,69620.0,5899,740463.0,27996.9,49000,http://www.metlife.com,17694.0,0.0,0/100,0/100,0/10,62170.0,136150.0,65536.0,43.26% (Text size 27.68Kb and  Code size 36.32Kb),,,,,,,
49,Walt Disney,69570.0,11054,193984.0,174405.4,223000,http://www.disney.com,4133.0,395340.0,67/100,93/100,6.7/10,266150.0,582870.0,65536.0,4.63% (Text size 2.96Kb and  Code size 61.03Kb),,,,,,,
50,Procter & Gamble,67684.0,3897,115095.0,271639.8,97000,http://www.pg.com,16205.0,0.0,0/100,0/100,0/10,67880.0,148660.0,12871.68,0.38% (Text size 0.05Kb and  Code size 12.52Kb),,,,,,,
51,PepsiCo,67161.0,7314,78547.0,166847.8,267000,http://www.pepsico.com,57983.0,0.0,0/100,0/100,0/10,18970.0,41540.0,,,,,,,,,
52,Humana,64888.0,2707,29074.0,41489.5,46000,http://www.humana.com,5902.0,0.0,0/100,0/100,0/10,186380.0,408160.0,65536.0,20.73% (Text size 13.27Kb and  Code size 50.73Kb),1715.0,103699.0,1074167.0,3754524.0,490.0,2173.0,8097.0
53,Prudential Financial,64807.0,4186,896552.0,20649.7,51511,http://www.prudential.com,16572.0,12074.0,53/100,68/100,5.3/10,66380.0,145360.0,65536.0,40.07% (Text size 25.65Kb and  Code size 38.35Kb),,,,,,,
54,Archer Daniels Midland,64656.0,1379,43997.0,19602.6,38100,http://www.adm.com,181367.0,0.0,0/100,0/100,0/10,6070.0,13290.0,60948.48,35.44% (Text size 21.09Kb and  Code size 38.42Kb),,,,,,,
56,Sysco,60113.9,1674.3,17966.5,23203.2,69000,http://www.sysco.com,59299.0,0.0,0/100,0/100,0/10,18550.0,40620.0,35604.48,28.54% (Text size 9.93Kb and  Code size 24.85Kb),11054.0,66578.0,223223.0,282825.0,0.0,0.0,0.0
57,Lockheed Martin,59812.0,6230,47528.0,95539.3,110000,http://www.lockheedmartin.com,47266.0,0.0,0/100,0/100,0/10,23270.0,50970.0,65536.0,73.91% (Text size 47.3Kb and  Code size 16.69Kb),,,,,,,
58,HP,58756.0,3152,33467.0,24820.7,56000,http://www.hp.com,364.0,0.0,0/100,0/100,0/10,3020000.0,6620000.0,65536.0,14.58% (Text size 9.33Kb and  Code size 54.67Kb),355.0,1705887.0,9811456.0,15408980.0,13921.0,413937.0,1673307.0
60,Goldman Sachs Group,53922.0,8466,992968.0,55416.7,38300,http://www.gs.com,26204.0,0.0,0/100,0/100,0/10,41980.0,91930.0,49520.64,21.85% (Text size 10.57Kb and  Code size 37.79Kb),,,,,,,
61,Morgan Stanley,53823.0,9042,895429.0,52101.5,60431,http://www.morganstanley.com,12421.0,0.0,0/100,0/100,0/10,88560.0,193950.0,65536.0,52.25% (Text size 33.44Kb and  Code size 30.56Kb),,,,,,,
62,Caterpillar,53800.0,6093,78453.0,63831.6,102300,http://www.caterpillar.com,92322.0,0.0,0/100,0/100,0/10,11910.0,26090.0,501.76,8.38% (Text size 0.04Kb and  Code size 0.45Kb),,,,,,,
63,Cisco Systems,51904.0,11621,97793.0,166709,75900,http://www.cisco.com,795.0,0.0,0/100,0/100,0/10,1380000.0,3030000.0,65536.0,17.12% (Text size 10.96Kb and  Code size 53.04Kb),,,,,,,
64,Pfizer,51750.0,16273,167489.0,181074.9,88300,http://www.pfizer.com,48561.0,0.0,0/100,0/100,0/10,22650.0,49600.0,,,,,,,,,
66,AIG,49746.0,3348,525064.0,20886.3,46000,http://www.aig.com,53519.0,0.0,0/100,0/100,0/10,20550.0,45010.0,47749.12,29.28% (Text size 13.65Kb and  Code size 32.97Kb),,,,,,,
67,American Express,47020.0,6759,198321.0,68982.7,64500,http://www.americanexpress.com,357.0,0.0,0/100,0/100,0/10,3080000.0,6750000.0,65536.0,1.06% (Text size 0.68Kb and  Code size 63.32Kb),,,,,,,
68,Delta Air Lines,47007.0,4767,64532.0,18261.9,91224,http://www.delta.com,734.0,0.0,0/100,0/100,0/10,1500000.0,3280000.0,34375.68,13% (Text size 4.36Kb and  Code size 29.21Kb),558.0,614092.0,5808912.0,6857304.0,6528.0,849363.0,638386.0
69,Merck,46840.0,9843,84397.0,195140.5,71000,http://www.merck.com,49656.0,0.0,0/100,0/100,0/10,22150.0,48520.0,65536.0,23.51% (Text size 15.05Kb and  Code size 48.95Kb),10978.0,113084.0,225988.0,568843.0,0.0,0.0,0.0
70,American Airlines Group,45768.0,1686,59995.0,5193.7,133700,http://www.aa.com,1129.0,1106523.0,63/100,86/100,6.3/10,974310.0,2130000.0,65536.0,80.54% (Text size 51.54Kb and  Code size 12.46Kb),,,,,,,
71,Charter Communications,45764.0,1668,148188.0,111924,95100,http://www.charter.com,43415.0,0.0,0/100,0/100,0/10,25340.0,55490.0,65536.0,6.11% (Text size 3.91Kb and  Code size 60.09Kb),,,,,,,
72,Allstate,44675.0,4847,119950.0,29070.5,46035,http://www.allstate.com,6289.0,0.0,0/100,0/100,0/10,174910.0,383050.0,,,1170.0,451930.0,2981516.0,28011738.0,2809.0,164784.0,1229468.0
73,New York Life Insurance,44116.6,1003.8,330806.3,-,11519,http://www.newyorklife.com,33568.0,0.0,0/100,0/100,0/10,32770.0,71770.0,65536.0,15.37% (Text size 9.84Kb and  Code size 54.16Kb),,,,,,,
74,Nationwide,43982.0,829.7,239539.6,-,28114,http://www.nationwide.com,16212.0,0.0,0/100,0/100,0/10,67850.0,148590.0,65536.0,14.2% (Text size 9.09Kb and  Code size 54.91Kb),,,,,,,
75,Best Buy,43638.0,1541,15591.0,14647.4,125000,http://www.bestbuy.com,233.0,0.0,0/100,0/100,0/10,4720000.0,10340000.0,65536.0,6.09% (Text size 3.9Kb and  Code size 60.1Kb),47.0,8161549.0,62452030.0,48618073.0,14068.0,1903883.0,1847144.0
77,Liberty Mutual Insurance Group,43228.0,1044,133644.0,-,45000,http://www.libertymutual.com,13889.0,0.0,0/100,0/100,0/10,79200.0,173450.0,,,,,,,,,
79,Tyson Foods,42405.0,2022,33097.0,21124.8,141000,http://www.tysonfoods.com,450813.0,143.0,46.43/100,59.54/100,4.95/10,2440.0,5340.0,38819.84,29.04% (Text size 11.01Kb and  Code size 26.9Kb),45350.0,4149.0,27392.0,14834.0,56.0,441.0,566.0
80,TJX,41717.0,3272.2,24145.0,57262,286000,http://www.tjx.com,6837.0,0.0,0/100,0/100,0/10,160890.0,352350.0,65536.0,40.58% (Text size 25.97Kb and  Code size 38.03Kb),500.0,555359.0,6398323.0,2842413.0,370.0,463866.0,42916.0
82,Oracle,39506.0,11083,108709.0,152412.7,136000,http://www.oracle.com,415.0,0.0,0/100,0/100,0/10,2650000.0,5800000.0,33474.56,20.52% (Text size 6.71Kb and  Code size 25.98Kb),767.0,1725269.0,4218061.0,11993310.0,4416.0,113565.0,2218924.0
83,General Dynamics,39350.0,3484,48841.0,38398.1,102900,http://www.generaldynamics.com,99999999.0,0.0,0/100,0/100,0/10,11.0,21.9,40908.8,11.19% (Text size 4.47Kb and  Code size 35.48Kb),,,,,,,
84,Deere,39258.0,3253,73011.0,43329.7,73489,http://www.johndeere.com,63694.0,0.0,0/100,0/100,0/10,17270.0,37820.0,65536.0,16.85% (Text size 10.79Kb and  Code size 53.21Kb),,,,,,,
85,Nike,39117.0,4029,23717.0,128857,76700,http://www.nike.com,468.0,0.0,0/100,0/100,0/10,2350000.0,5150000.0,,,61.0,1254030.0,49010021.0,61553763.0,27200.0,3392588.0,5505208.0
86,Progressive,39022.3,3970.3,54895.3,43218.4,41571,http://www.progressive.com,3697.0,0.0,0/100,0/100,0/10,297540.0,651610.0,65536.0,20.08% (Text size 12.85Kb and  Code size 51.15Kb),,,,,,,
87,Publix Super Markets,38462.8,3005.4,24507.1,-,207000,http://www.publix.com,7997.0,0.0,0/100,0/100,0/10,137550.0,301230.0,65536.0,0.29% (Text size 0.18Kb and  Code size 63.82Kb),,,,,,,
88,Coca-Cola,37266.0,8920,86381.0,189983,86200,http://www.coca-colacompany.com,35550.0,0.0,0/100,0/100,0/10,30940.0,67770.0,65536.0,28.43% (Text size 18.2Kb and  Code size 45.8Kb),,,,,,,
89,Massachusetts Mutual Life Insurance,37253.4,3700.7,290730.7,-,9896,http://www.massmutual.com,27192.0,0.0,0/100,0/100,0/10,40450.0,88590.0,65536.0,42.63% (Text size 27.28Kb and  Code size 36.72Kb),,,,,,,
90,Tech Data,36998.4,374.5,13268.6,4645,15000,http://www.techdata.com,22376.0,0.0,0/100,0/100,0/10,49160.0,107660.0,43253.76,40.49% (Text size 17.1Kb and  Code size 25.13Kb),53491.0,55870.0,38906.0,593660.0,0.0,0.0,0.0
91,World Fuel Services,36819.0,178.9,5992.4,1646.9,5500,http://www.wfscorp.com,578374.0,0.0,0/100,0/100,0/10,1900.0,4160.0,40765.44,7.14% (Text size 2.84Kb and  Code size 36.97Kb),137091.0,1165.0,5925.0,371.0,0.0,0.0,0.0
92,Honeywell International,36709.0,6143,58679.0,94627.9,113000,http://www.honeywell.com,20624.0,0.0,0/100,0/100,0/10,53340.0,116810.0,65536.0,16.78% (Text size 10.74Kb and  Code size 53.26Kb),,,,,,,
93,ConocoPhillips,36670.0,7189,70514.0,33167.3,10400,http://www.conocophillips.com,139155.0,0.0,0/100,0/100,0/10,7900.0,17310.0,65536.0,4.75% (Text size 3.04Kb and  Code size 60.96Kb),,,,,,,
94,USAA,35617.4,4006.3,173732.6,-,35076,http://www.usaa.com,1046.0,0.0,0/100,0/100,0/10,1050000.0,2300000.0,13107.2,4.33% (Text size 0.55Kb and  Code size 12.25Kb),,,,,,,
95,Exelon,34438.0,2936,124977.0,35850.4,32713,http://www.exeloncorp.com,121367.0,0.0,0/100,0/100,0/10,9060.0,19850.0,65536.0,11.27% (Text size 7.21Kb and  Code size 56.79Kb),,,,,,,
96,Northrop Grumman,33841.0,2248,41089.0,50718.6,90000,http://www.northropgrumman.com,53651.0,0.0,0/100,0/100,0/10,20500.0,44900.0,25374.72,5.69% (Text size 1.41Kb and  Code size 23.37Kb),,,,,,,
97,Capital One Financial,33766.0,5546,390365.0,23063.2,51900,http://www.capitalone.com,309.0,0.0,0/100,0/100,0/10,3560000.0,7800000.0,65536.0,0.27% (Text size 0.17Kb and  Code size 63.83Kb),226.0,630873.0,14715145.0,29409093.0,22633.0,1865799.0,5342191.0
98,Plains GP Holdings,33669.0,331,29969.0,1021.8,5000,http://www.plainsallamerican.com,1404385.0,0.0,0/100,0/100,0/10,783.0,1720.0,46243.84,21.66% (Text size 9.78Kb and  Code size 35.38Kb),104153.0,1814.0,13057.0,6820.0,0.0,0.0,0.0
99,AbbVie,33266.0,7882,89115.0,112507.7,30000,http://www.abbvie.com,58469.0,0.0,0/100,0/100,0/10,18810.0,41200.0,65536.0,34.64% (Text size 22.17Kb and  Code size 41.83Kb),,,,,,,
100,INTL FCStone,32897.0,85.1,9936.1,699.9,2012,http://www.intlfcstone.com,437604.0,0.0,0/100,0/100,0/10,2510.0,5500.0,65536.0,40.02% (Text size 25.61Kb and  Code size 38.39Kb),,,,,,,
101,Enterprise Products Partners,32789.2,4591.3,61733.2,31305.9,7300,http://www.enterpriseproducts.com,618930.0,0.0,0/100,0/100,0/10,1780.0,3890.0,65536.0,6.22% (Text size 3.98Kb and  Code size 60.02Kb),,,,,,,
102,Northwestern Mutual,32293.6,1268,290318.0,-,5964,http://www.northwesternmutual.com,31835.0,0.0,0/100,0/100,0/10,34550.0,75670.0,65536.0,1.18% (Text size 0.76Kb and  Code size 63.24Kb),,,,,,,
103,3M,32136.0,4570,44659.0,78528.8,96163,http://www.3m.com,15035.0,15375.0,59/100,88/100,5.9/10,73160.0,160230.0,65536.0,18.4% (Text size 11.78Kb and  Code size 52.22Kb),,,,,,,
104,Abbott Laboratories,31904.0,3687,67887.0,139152.5,107000,http://www.abbott.com,38457.0,0.0,0/100,0/100,0/10,28600.0,62640.0,65536.0,20.6% (Text size 13.18Kb and  Code size 50.82Kb),16752.0,35799.0,139497.0,174438.0,12.0,14.0,31.0
105,CHS,31900.5,829.9,16447.5,-,10703,http://www.chsinc.com,344636.0,0.0,0/100,0/100,0/10,3190.0,6990.0,65536.0,51.61% (Text size 33.03Kb and  Code size 30.97Kb),24529.0,5884.0,76211.0,64231.0,0.0,0.0,0.0
107,Philip Morris International,29805.0,7185,42875.0,113606.4,73500,http://www.pmi.com,96595.0,0.0,0/100,0/100,0/10,11390.0,24940.0,65536.0,7.49% (Text size 4.79Kb and  Code size 59.21Kb),,,,,,,
108,Raytheon,29176.0,3343,34566.0,36517.5,70000,http://www.raytheon.com,50423.0,0.0,0/100,0/100,0/10,21820.0,47780.0,46510.08,30.52% (Text size 13.86Kb and  Code size 31.56Kb),,,,,,,
110,Arrow Electronics,28916.8,-204.1,16400.8,4182.9,19300,http://www.arrow.com,24468.0,0.0,0/100,0/100,0/10,44960.0,98460.0,,,,,,,,,
112,Dollar General,27754.0,1712.6,22825.1,38045.7,143000,http://www.dollargeneral.com,34862.0,0.0,0/100,0/100,0/10,31550.0,69100.0,65536.0,2.87% (Text size 1.83Kb and  Code size 62.17Kb),,,,,,,
113,U.S. Bancorp,27325.0,6914,495426.0,52407.5,69651,http://www.usbank.com,1098.0,0.0,0/100,0/100,0/10,1000000.0,2190000.0,65536.0,32.74% (Text size 20.95Kb and  Code size 43.04Kb),448.0,379421.0,7868987.0,31777562.0,2.0,2327.0,21729.0
114,Starbucks,26508.6,3599.2,19219.6,77178.6,346000,http://www.starbucks.com,2953.0,0.0,0/100,0/100,0/10,372500.0,815780.0,65536.0,12.67% (Text size 8.11Kb and  Code size 55.89Kb),,,,,,,
115,Bristol-Myers Squibb,26145.0,3439,129944.0,126109.7,30000,http://www.bms.com,70798.0,0.0,0/100,0/100,0/10,15540.0,34030.0,63713.28,22.33% (Text size 13.89Kb and  Code size 48.33Kb),,,,,,,
117,Mondelez International,25868.0,3870,64549.0,71761.8,80000,http://www.mondelezinternational.com,117451.0,0.0,0/100,0/100,0/10,9370.0,20510.0,65536.0,2.59% (Text size 1.66Kb and  Code size 62.34Kb),,,,,,,
118,Paccar,25599.7,2387.9,28361.1,21174.9,27000,http://www.paccar.com,288601.0,0.0,0/100,0/100,0/10,3810.0,8340.0,22784.0,22.34% (Text size 4.97Kb and  Code size 17.28Kb),,,,,,,
119,Thermo Fisher Scientific,25542.0,3696,58381.0,113107.7,75000,http://www.thermofisher.com,4726.0,0.0,0/100,0/100,0/10,232750.0,509730.0,65536.0,5.73% (Text size 3.66Kb and  Code size 60.33Kb),3225.0,431044.0,910358.0,2650862.0,21517.0,135889.0,524401.0
120,Macy's,25331.0,564,21172.0,1520.4,123000,http://www.macysinc.com,436126.0,0.0,0/100,0/100,0/10,2520.0,5530.0,,,,,,,,,
123,Duke Energy,24658.0,3748,158838.0,59368.2,28793,http://www.duke-energy.com,10147.0,0.0,0/100,0/100,0/10,108410.0,237410.0,65536.0,33.28% (Text size 21.3Kb and  Code size 42.7Kb),,,,,,,
125,PBF Energy,24508.2,319.4,9132.4,848.1,3442,http://www.pbfenergy.com,1097523.0,0.0,0/100,0/100,0/10,1000.0,2200.0,39516.16,8.69% (Text size 3.35Kb and  Code size 35.23Kb),,,,,,,
126,Qualcomm,24273.0,4386,32957.0,77326.8,37000,http://www.qualcomm.com,8706.0,0.0,0/100,0/100,0/10,126350.0,276710.0,65536.0,0.24% (Text size 0.15Kb and  Code size 63.85Kb),,,,,,,
127,NGL Energy Partners,24087.8,360,5902.5,333.7,1300,http://www.nglenergypartners.com,1681413.0,0.0,0/100,0/100,0/10,654.0,1430.0,21288.96,13.4% (Text size 2.78Kb and  Code size 18Kb),139808.0,2319.0,9002.0,26559.0,0.0,0.0,0.0
128,CBRE Group,23894.1,1282.4,16197.2,12625,100000,http://www.cbre.com,28874.0,0.0,0/100,0/100,0/10,38100.0,83430.0,65536.0,4.2% (Text size 2.69Kb and  Code size 61.31Kb),,,,,,,
129,Baker Hughes,23838.0,128,53369.0,10827.3,68000,http://www.bakerhughes.com,180111.0,0.0,0/100,0/100,0/10,6110.0,13370.0,,,,,,,,,
130,Synnex,23757.3,500.7,11698.0,3718.9,240900,http://www.synnex.com,77882.0,0.0,0/100,0/100,0/10,14120.0,30930.0,481.28,9% (Text size 0.04Kb and  Code size 0.42Kb),,,,,,,
131,Dollar Tree,23610.8,827,19574.6,17398.5,125000,http://www.dollartree.com,13528.0,0.0,0/100,0/100,0/10,81310.0,178080.0,11479.04,4.5% (Text size 0.5Kb and  Code size 10.71Kb),417.0,955046.0,8279668.0,4407743.0,996.0,235320.0,102760.0
132,Cummins,23571.0,2260,19737.0,20043.9,61615,http://www.cummins.com,34240.0,0.0,0/100,0/100,0/10,32130.0,70360.0,65536.0,33.07% (Text size 21.16Kb and  Code size 42.84Kb),,,,,,,
133,United Natural Foods,23481.1,-285,7181.0,492.2,19000,http://www.unfi.com,83776.0,78.0,48.63/100,52.38/100,5.33/10,13130.0,28750.0,65536.0,27.82% (Text size 17.81Kb and  Code size 46.19Kb),36215.0,2525.0,31021.0,25845.0,0.0,0.0,0.0
134,Micron Technology,23406.0,6313,48887.0,46778.5,37000,http://www.micron.com,25101.0,0.0,0/100,0/100,0/10,43820.0,95970.0,65536.0,38.9% (Text size 24.9Kb and  Code size 39.1Kb),,,,,,,
135,Amgen,23362.0,7842,59707.0,119571.5,23400,http://www.amgen.com,106546.0,0.0,0/100,0/100,0/10,10320.0,22610.0,65536.0,13.59% (Text size 8.7Kb and  Code size 55.3Kb),22826.0,28697.0,97799.0,334313.0,68.0,1905.0,11763.0
136,Penske Automotive Group,23179.4,435.8,13942.7,2264.9,26980,http://www.penskeautomotive.com,578567.0,0.0,0/100,0/100,0/10,1900.0,4160.0,63313.92,38.71% (Text size 23.94Kb and  Code size 37.89Kb),,,,,,,
137,Visa,22977.0,12080,72574.0,316199.1,19500,http://www.visa.com,7967.0,0.0,0/100,0/100,0/10,138070.0,302370.0,256.0,74.02% (Text size 0.18Kb and  Code size 0.06Kb),,,,,,,
