,Rank,Company,Revenue($m),Profits($m),Assets($m),Market Value($m),Employees,Domain,Alexa Rank,Back Links,Page Authority,Domain Authority,Moz Rank,Page Views,Domain Worth,Code Size,Text to Code Ratio,Semrush Rank,Organic Keywords,Organic Traffic,Opportunity Cost,Adwords Keywords,Adwords Traffic,Adwords Budget
862,927,First Horizon National,2278.4,440.9,43310.9,2513,4994,firsthorizon.com,1293312,0,0/,0/,0/,850,1.86K,,'0.68%,120596,4670,12656,16943$,0,0,0$
863,928,Wolverine World Wide,2273.7,128.5,2480.0,1232.3,4000,wolverineworldwide.com,222765,0,0/,0/,0/,4.94K,10.81K,,'0.68%,69585,4395,13193,10659$,0,0,0$
864,929,Vail Resorts,2271.6,301.2,4426.1,5947.7,23000,vailresorts.com,244393,75,45,60,4.,4.5K,9.86K,,'0.68%,53658,10781,19484,59092$,0,0,0$
865,930,Benchmark Electronics,2268.1,23.4,1759.9,727.9,10600,bench.com,228596,0,0/,0/,0/,4.81K,10.53K,,'0.68%,,,,,,,
866,931,HNI,2246.9,110.5,1452.5,1075.8,8450,hnicorp.com,968421,0,0/,0/,0/,1.14K,2.49K,,'0.68%,238202,1195,4548,996$,0,0,0$
867,932,F5 Networks,2242.4,427.7,3390.3,6483.5,5325,f5.com,37943,0,0/,0/,0/,28.99K,63.49K,,'0.68%,19732,124789,122985,685717$,1154,29445,193194$
868,933,Affiliated Managers Group,2239.6,15.7,7653.5,2830.9,4000,amg.com,1232286,0,0/,0/,0/,892,1.96K,,'0.68%,296455,2134,4222,16132$,0,0,0$
869,934,OGE Energy,2231.6,433.6,11024.3,6151.5,2425,oge.com,80030,0,0/,0/,0/,13.74K,30.1K,,'0.68%,,,,,,,
870,936,BOK Financial,2226.3,500.8,42172.0,2996.1,5107,bokf.com,291988,0,0/,0/,0/,3.77K,8.25K,,'0.68%,,,,,,,
871,937,ManTech International,2222.6,113.9,2107.9,2920.1,8900,mantech.com,84870,0,0/,0/,0/,12.96K,28.38K,,'0.68%,,,,,,,
872,939,AMN Healthcare Services,2222.1,114,1931.6,2708.7,3236,amnhealthcare.com,393556,0,0/,0/,0/,2.8K,6.12K,,'0.68%,,,,,,,
873,940,Groupon,2218.9,-22.4,1586.7,555.7,6345,groupon.com,748,0,0/,0/,0/,1.47M,3.22M,,'0.68%,108,9807525,26968067,36026947$,21941,522642,401409$
874,941,Newmark Group,2218.1,117.3,3201.6,754,5600,ngkf.com,193593,0,0/,0/,0/,5.68K,12.45K,,'0.68%,,,,,,,
875,942,Fossil Group,2217.7,-52.4,1604.7,166.4,10200,fossilgroup.com,212727,0,0/,0/,0/,5.17K,11.32K,,'0.68%,,,,,,,
876,943,Modine Manufacturing,2212.7,84.8,1538.0,165.1,12200,modine.com,765691,0,0/,0/,0/,1.44K,3.15K,,'0.68%,,,,,,,
877,945,Cypress Semiconductor,2205.3,40.4,3556.1,8713.4,5871,cypress.com,42264,0,0/,0/,0/,26.03K,57K,,'0.68%,,,,,,,
878,946,Generac Holdings,2204.3,252,2665.7,5829.4,5551,generac.com,111965,0,0/,0/,0/,9.82K,21.51K,,'0.68%,,,,,,,
879,947,Matson,2203.1,82.7,2845.4,1317.9,1988,matson.com,303477,0,0/,0/,0/,3.62K,7.94K,,'0.68%,,,,,,,
880,948,Genesco,2197.1,61.4,1680.5,196.1,13850,genesco.com,613008,0,0/,0/,0/,1.79K,3.93K,,'0.68%,,,,,,,
881,949,Nordson,2194.2,337.1,3516.4,7814.9,7579,nordson.com,183522,0,0/,0/,0/,5.99K,13.13K,,'0.68%,63812,9400,16310,31222$,13,40,127$
882,950,NewMarket,2190.3,254.3,1885.1,4284.1,2118,newmarket.com,2532531,0,0/,0/,0/,434,949,,'0.68%,213302,214,6588,5214$,0,0,0$
883,951,Echo Global Logistics,2185.0,14.8,826.7,457.9,2539,echo.com,171755,0,0/,0/,0/,6.4K,14.02K,,'0.68%,,,,,,,
884,952,Rexnord,2175.2,34.3,3259.7,2761.4,6700,rexnord.com,198714,0,0/,0/,0/,5.54K,12.13K,,'0.68%,,,,,,,
885,953,Incyte,2158.8,446.9,3426.8,15874.5,1456,incyte.com,849760,0,0/,0/,0/,1.29K,2.83K,,'0.68%,,,,,,,
886,954,Fortinet,2156.2,326.5,3885.5,17453.3,7082,fortinet.com,10660,0,0/,0/,0/,103.19K,225.99K,,'0.68%,14504,131295,164589,531505$,1742,20752,431476$
887,956,AAR,2147.6,7.5,1517.2,623.4,5650,aarcorp.com,510867,0,0/,0/,0/,2.15K,4.72K,,'0.68%,,,,,,,
888,958,Edgewell Personal Care,2141.0,-372.2,3420.9,1307.6,6000,www.edgewell.com,385099,0,0/,0/,0/,2.86K,6.26K,,'0.68%,,,,,,,
889,959,Federated Mutual Insurance,2134.5,229.6,8825.2,-,2638,federatedinsurance.com,968722,0,0/,0/,0/,1.14K,2.49K,,'0.68%,,,,,,,
890,960,Schnitzer Steel Industries,2132.8,56.3,1160.7,353.9,3363,schnitzersteel.com,933507,0,0/,0/,0/,1.18K,2.58K,,'0.68%,,,,,,,
891,961,Portland General Electric,2123.0,214,8394.0,4288.9,2949,portlandgeneral.com,60987,0,0/,0/,0/,18.04K,39.5K,,'0.68%,,,,,,,
892,962,Gray Television,2122.0,179,6972.0,1071.6,7465,gray.tv,190837,0,0/,0/,0/,5.76K,12.62K,,'0.68%,,,,,,,
893,963,BGC Partners,2104.2,55.7,3916.1,894.3,5200,bgcpartners.com,543791,0,0/,0/,0/,2.02K,4.43K,,'0.68%,,,,,,,
894,964,EchoStar,2098.3,-62.9,7154.3,3126.8,2300,echostar.com,1229755,0,0/,0/,0/,894,1.96K,,'0.68%,,,,,,,
895,965,Beazer Homes USA,2087.8,-79.5,1957.6,202.1,1205,beazer.com,198809,0,0/,0/,0/,5.53K,12.12K,,'0.68%,,,,,,,
896,966,LHC Group,2080.2,95.7,2140.3,4419.9,22785,lhcgroup.com,955217,0,0/,0/,0/,1.15K,2.52K,,'0.68%,,,,,,,
897,967,ServiceMaster Global Holdings,2077.0,128,5322.0,3657,12000,servicemaster.com,517379,0,0/,0/,0/,2.13K,4.66K,,'0.68%,,,,,,,
898,968,Bruker,2072.6,197.2,2771.5,5529.7,7230,bruker.com,79440,0,0/,0/,0/,13.85K,30.32K,,'0.68%,,,,,,,
899,969,Oasis Petroleum,2071.7,-128.2,7499.3,113.3,609,oasispetroleum.com,3105376,0,0/,0/,0/,354,773.8,,'0.68%,,,,,,,
900,970,CrossAmerica Partners,2071.4,18.1,905.3,298.4,548,crossamericapartners.com,3957339,0,0/,0/,0/,277,605.9,,'0.68%,952952,677,769,437$,0,0,0$
901,971,MYR Group,2071.2,37.7,1007.9,436.2,7100,myrgroup.com,1087973,0,0/,0/,0/,1.01K,2.21K,,'0.68%,362768,2593,2953,2068$,0,0,0$
902,972,Viasat,2068.3,-67.6,3915.3,2231.7,5600,viasat.com,26426,0,0/,0/,0/,41.63K,91.16K,,'0.68%,,,,,,,
903,973,GNC Holdings,2068.2,-35.1,1650.6,39.6,8400,gnc.com,17128,0,0/,0/,0/,64.22K,140.65K,,'0.68%,,,,,,,
904,974,Cabot Oil & Gas,2066.3,681.1,4487.2,6851.5,547,cabotog.com,918369,0,0/,0/,0/,1.2K,2.62K,,'0.68%,,,,,,,
905,975,Bright Horizons Family Solutions,2062.0,180.4,3330.4,5936.4,33800,brighthorizons.com,74650,0,0/,0/,0/,14.74K,32.27K,,'0.68%,,,,,,,
906,976,Vista Outdoor,2058.5,-648.4,1738.0,509.3,5200,vistaoutdoor.com,479366,23,45,46,4.,2.29K,5.02K,,'0.68%,174990,2762,4125,449$,0,0,0$
907,977,HEICO,2055.6,327.9,2969.2,9184.7,5900,heico.com,1311876,0,0/,0/,0/,838,1.83K,,'0.68%,177229,3368,8418,5261$,0,0,0$
908,978,Wyndham Hotels & Resorts,2053.0,157,4533.0,2933.8,14200,wyndhamworldwide.com,93007,0,0/,0/,0/,11.83K,25.9K,,'0.68%,16069,27071,80111,76162$,1,0,0$
909,979,TCF Financial,2052.8,295.5,46651.6,3451.2,7732,tcfbank.com,25005,0,0/,0/,0/,43.99K,96.34K,,'0.68%,4139,64021,751645,2922318$,0,0,0$
910,980,Primerica,2052.5,366.4,13688.5,3637.2,2502,primerica.com,112527,0,0/,0/,0/,9.78K,21.41K,,'0.68%,11023,16624,246994,351663$,0,0,0$
911,981,ProPetro Holding,2052.3,163,1436.1,251.5,1579,propetroservices.com,2070594,0,0/,0/,0/,531,1.16K,,'0.68%,160538,559,9873,8832$,0,0,0$
912,982,Oceaneering International,2048.1,-348.4,2740.7,291.8,9100,oceaneering.com,57764,0,0/,0/,0/,19.04K,41.7K,,'0.68%,,,,,,,
913,983,Floor & Decor Holdings,2045.5,150.6,2324.3,3282.4,6336,flooranddecor.com,36734,0,0/,0/,0/,29.95K,65.58K,,'0.68%,,,,,,,
914,984,Copart,2042.0,591.7,2547.6,16013.5,7327,copart.com,4576,0,0/,0/,0/,240.38K,526.44K,,'0.68%,,,,,,,
915,985,Chico's FAS,2037.9,-12.8,1542.7,155.2,10944,chicosfas.com,566841,0,0/,0/,0/,1.94K,4.25K,,'0.68%,97816,1756,16370,16423$,0,0,0$
916,987,Maxar Technologies,2033.0,109,5157.0,642.3,5800,maxar.com,199731,0,0/,0/,0/,5.51K,12.06K,,'0.68%,113898,3611,15148,5197$,18,643,324$
917,988,Evercore,2028.8,297.4,2598.6,1871.9,1900,evercore.com,321827,0,0/,0/,0/,3.42K,7.48K,,'0.68%,,,,,,,
918,989,Deckers Outdoor,2020.4,264.3,1427.2,3750.3,3500,deckers.com,218514,0,0/,0/,0/,5.03K,11.02K,,'0.68%,,,,,,,
919,990,Express,2019.2,-164.4,1790.7,95.2,9160,express.com,7175,0,0/,0/,0/,153.31K,335.75K,,'0.68%,,,,,,,
920,991,Hovnanian Enterprises,2016.9,-42.1,1881.4,50.5,1868,khov.com,200636,0,0/,0/,0/,5.48K,12.01K,,'0.68%,,,,,,,
921,992,Air Lease,2016.9,587.1,21709.2,2515.9,117,airleasecorp.com,1353897,0,0/,0/,0/,812,1.78K,,'0.68%,437150,1450,2038,1606$,0,0,0$
922,993,Rollins,2015.5,203.3,1744.4,11845.9,14952,rollins.com,296341,0,0/,0/,0/,3.71K,8.12K,,'0.68%,,,,,,,
923,994,SBA Communications,2014.6,147,9759.9,30217.6,1475,sbasite.com,423150,0,0/,0/,0/,2.6K,5.69K,,'0.68%,217159,2289,5848,19861$,0,0,0$
924,995,Deluxe,2008.7,-199.9,1943.3,1093.9,6352,deluxe.com,28151,0,0/,0/,0/,39.07K,85.57K,,'0.68%,,,,,,,
925,996,Mr. Cooper Group,2007.0,274,18305.0,674.1,9100,mrcoopergroup.com,2530872,2596,35,46,3.,434,949,,'0.68%,151442,1338,10641,29567$,0,0,0$
926,997,Herc Holdings,1999.0,47.5,3817.0,590.5,5100,hercrentals.com,245119,0,0/,0/,0/,4.49K,9.83K,,'0.68%,13573,46092,177434,440671$,4,0,4$
927,999,SPX FLOW,1996.3,-95.1,2437.4,1211.8,5000,spxflow.com,173600,0,0/,0/,0/,6.34K,13.88K,,'0.68%,,,,,,,
